ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Random_notes
45792899,$4000,-,FORD,Transit,1991,Microbus,No,Diesel,2.5,4911KM,4.0,Manual,Rear,04-May,Left wheel,Orange,1,
45733023,$11604,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,404303KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45757552,$6899,,CHRYSLER,300,2015,Sedan,Yes,Petrol,3.6,,6.0,Automatic,Rear,04-May,Left wheel,,12,
45796795,$24628,,HYUNDAI,H1,2011,Minivan,Yes,Diesel,2.5,,4.0,Automatic,Front,04-May,Left wheel,,4,
45660194,$220,1399,LEXUS,RX 450,2010,Jeep,Yes,Hybrid,3.5,317470KM,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45653857,$7213,,BMW,X5,2012,Jeep,Yes,Diesel,3,,6.0,Automatic,4x4,04-May,Left wheel,,0,
38132502,$50,,HONDA,FIT,2012,Sedan,No,Hybrid,1.5,,4.0,Automatic,Front,04-May,Right-hand drive,,0,
45629040,$18817,640,HYUNDAI,Sonata,2013,Sedan,Yes,Petrol,2.0 Turbo,68000KM,4.0,Tiptronic,Front,04-May,Left wheel,Blue,6,
45771992,$314,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771KM,8.0,Automatic,Rear,04-May,Left wheel,White,12,
45731453,$25763,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,273500KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45806682,$627,900,CHEVROLET,Equinox,2015,Jeep,Yes,Petrol,2.4,78926KM,4.0,Automatic,4x4,04-May,Left wheel,Black,12,
45730989,$19613,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,104022KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
44490494,$3136,-,HONDA,Odyssey,2005,Minivan,No,Petrol,2.4,1111KM,4.0,Tiptronic,Front,04-May,Right-hand drive,Black,2,
45814686,$27500,-,MERCEDES-BENZ,Vito,2008,Minivan,No,Diesel,2.2 Turbo,0KM,4.0,Manual,Rear,04-May,Left wheel,White,2,
45767894,$14740,,TOYOTA,Prius,2010,Sedan,No,Hybrid,1.8,,4.0,Automatic,Front,04-May,Left wheel,,6,
45656196,$37006,-,BMW,320 Diesel,2014,Sedan,Yes,Diesel,2.0 Turbo,159000KM,4.0,Tiptronic,Rear,04-May,Left wheel,Blue,8,
45766300,$27284,834,TOYOTA,Tacoma,2013,Jeep,Yes,Petrol,2.7,397915KM,4.0,Automatic,Rear,04-May,Left wheel,White,12,
45773524,$2274,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,128739KM,4.0,Automatic,Front,04-May,Left wheel,Green,12,
45779087,$16935,-,HONDA,Insight,2011,Sedan,Yes,Hybrid,1.3,155000KM,4.0,Variator,Front,04-May,Left wheel,Red,8,
42444388,$32929,-,CHEVROLET,Equinox,2016,Jeep,No,Petrol,2.4,57600KM,4.0,Tiptronic,Front,04-May,Left wheel,Red,12,
45730160,$40092,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,55234KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45802237,$36834,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,139398KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45644647,$706,394,TOYOTA,Camry,2014,Sedan,Yes,Hybrid,2.5,115312KM,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
44875343,$17249,,BMW,X5,2005,Jeep,Yes,Petrol,3,,6.0,Tiptronic,4x4,04-May,Left wheel,,8,
45773489,$15367,-,TOYOTA,Prius,2011,Sedan,No,LPG,1.8,110000KM,4.0,Variator,Front,04-May,Left wheel,Silver,4,
45780674,$7840,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,108000KM,4.0,Automatic,Front,04-May,Right-hand drive,Silver,2,
45730900,$16280,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,158663KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45769971,$1176,934,MAZDA,1000,2015,Sedan,Yes,Petrol,2.5,142800KM,4.0,Automatic,Front,04-May,Left wheel,Grey,12,
45803594,$11290,-,BMW,530,2002,Sedan,Yes,Petrol,3,270000KM,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,6,
45647811,$1019,917,BMW,X5,2013,Jeep,Yes,Diesel,3,137802KM,6.0,Automatic,4x4,04-May,Left wheel,Black,0,
45768931,$220,,FORD,Explorer,2015,Jeep,Yes,Petrol,3.5,,6.0,Automatic,Front,04-May,Left wheel,,12,
45797272,$19613,836,HYUNDAI,Genesis,2010,Coupe,Yes,Petrol,2,104022KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45764559,$784,,CHEVROLET,Volt,2017,Hatchback,Yes,Hybrid,1.5,,4.0,Automatic,Front,04-May,Left wheel,,0,
45656790,$314,586,TOYOTA,Prius,2012,Hatchback,Yes,Hybrid,1.8,418667KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45341640,$6429,-,HONDA,Civic,2001,Hatchback,No,Petrol,1.4,220000KM,4.0,Manual,Front,02-Mar,Left wheel,Golden,2,
45791671,$10036,-,TOYOTA,Prius,2005,Sedan,No,Hybrid,1.5,21245KM,4.0,Variator,Front,04-May,Left wheel,Golden,4,
45804643,$28225,934,TOYOTA,RAV 4,2015,Jeep,Yes,Petrol,2.5,89786KM,4.0,Automatic,4x4,04-May,Left wheel,Silver,0,
45809853,$5018,-,VOLKSWAGEN,Passat,2005,Sedan,Yes,Petrol,1.8 Turbo,179760KM,4.0,Automatic,Front,04-May,Left wheel,Silver,10,
45776418,$6272,-,HONDA,FIT,2001,Hatchback,No,Petrol,1.3,169300KM,4.0,Variator,Front,04-May,Right-hand drive,Sky blue,2,
45812906,$25089,1017,HYUNDAI,Elantra,2017,Sedan,No,Petrol,2,23000KM,4.0,Tiptronic,Rear,04-May,Left wheel,Grey,8,
45809607,$42538,831,TOYOTA,Aqua,2018,Hatchback,Yes,Petrol,1.5,2000KM,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45765948,$10976,707,DODGE,Caliber,2011,Universal,No,Petrol,2,167000KM,4.0,Automatic,Front,04-May,Left wheel,Grey,5,
45758230,$12858,1363,LEXUS,GX 460,2012,Jeep,Yes,Petrol,4.6,255406KM,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45803444,$9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,510853KM,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45732381,$41701,,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,,4.0,Automatic,Front,04-May,Left wheel,,4,
45815524,$25089,,HYUNDAI,Tucson,2012,Jeep,Yes,Petrol,2.4,,6.0,Automatic,Front,02-Mar,Left wheel,,10,
45774188,$314,831,CHEVROLET,Malibu,2011,Sedan,Yes,Petrol,2.4,205307KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45624939,$31047,919,BMW,X5,2012,Jeep,Yes,Diesel,3,70994KM,6.0,Automatic,4x4,04-May,Left wheel,Black,0,
45803708,$27435,640,HYUNDAI,Tucson,2013,Jeep,Yes,Diesel,2,167157KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45732337,$32904,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2,224077KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45656445,$25716,915,BMW,X5,2014,Jeep,Yes,Diesel,3,141384KM,6.0,Automatic,4x4,04-May,Left wheel,Blue,0,
45730756,$45633,831,SSANGYONG,Actyon,2017,Jeep,Yes,Petrol,1.6,28441KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45798739,$34497,-,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Petrol,3.5,182400KM,8.0,Automatic,Front,04-May,Left wheel,White,6,
45813427,$4861,1018,BMW,535,2011,Sedan,Yes,Petrol,3,151099KM,6.0,Automatic,4x4,04-May,Left wheel,Brown,12,
45766619,$30734,2151,LEXUS,GX 470,2009,Jeep,Yes,Petrol,4.7,264339KM,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45815491,$157,1399,LEXUS,RX 350,2010,Jeep,Yes,Petrol,3.5,110947KM,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45815412,$5018,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,141550KM,4.0,Automatic,Front,04-May,Left wheel,Blue,12,
45813841,$5018,-,SUBARU,Forester,1998,Jeep,No,Petrol,2,200000KM,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,0,
45814936,$188,1018,BMW,X5,2011,Jeep,Yes,Petrol,3,196330KM,6.0,Automatic,4x4,04-May,Left wheel,White,0,
45438626,$14113,-,SKODA,Octavia,2009,Sedan,No,Petrol,1.6,30000KM,4.0,Manual,Front,04-May,Left wheel,Silver,6,
45782407,$11917,1024,FORD,Fusion,2010,Sedan,No,Hybrid,2.5,176000KM,4.0,Variator,Front,04-May,Left wheel,Grey,6,
45767755,$251,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,318467KM,6.0,Automatic,4x4,04-May,Left wheel,Blue,12,
45731503,$47217,1249,HYUNDAI,H1,2017,Universal,Yes,Diesel,2.5,39071KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45811329,$2117,919,MERCEDES-BENZ,E 350,2012,Sedan,Yes,Diesel,3,171221KM,6.0,Automatic,Rear,04-May,Left wheel,Black,12,
45771169,$21953,781,TOYOTA,Camry,2012,Sedan,No,Petrol,2.5,123546KM,4.0,Automatic,Front,04-May,Left wheel,Silver,0,
45694943,$8147,,HONDA,FIT PREMIUMI,2011,Hatchback,No,Hybrid,1.3,,4.0,Tiptronic,Front,04-May,Right-hand drive,,4,
45793669,$7683,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,0KM,4.0,Automatic,Front,04-May,Right-hand drive,Grey,4,
45808214,$42000,-,MERCEDES-BENZ,Sprinter,2010,Microbus,Yes,Diesel,2.7 Turbo,300000KM,4.0,Manual,Rear,>5,Left wheel,White,2,
45806594,$627,1203,CHEVROLET,Malibu,2011,Sedan,Yes,Petrol,3.6,231222KM,6.0,Automatic,Front,04-May,Left wheel,White,12,
45770101,$627,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,230696KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45730389,$33823,640,SSANGYONG,REXTON,2013,Jeep,Yes,Diesel,2,146130KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45698374,$14113,-,MERCEDES-BENZ,Vito,2005,Sedan,No,Diesel,2.2,245000KM,4.0,Tiptronic,Rear,02-Mar,Left wheel,White,5,
45617632,$5018,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
45730296,$29122,924,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.7,129793KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45804579,$20883,836,HYUNDAI,Tucson,2010,Jeep,Yes,Diesel,2,171157KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45649089,$3136,,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,,4.0,Automatic,Front,04-May,Left wheel,,12,
45730677,$30596,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,71672KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45619086,$392,1053,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Diesel,3.5,29675KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45812674,$470,780,CHEVROLET,Cruze,2019,Sedan,Yes,Petrol,1.4,17507KM,4.0,Automatic,Front,04-May,Left wheel,Brown,12,
45771462,$46728,1811,LEXUS,GX 460,2010,Jeep,Yes,Petrol,4.6,260771KM,8.0,Automatic,4x4,04-May,Left wheel,Black,0,
45800056,$15053,-,TOYOTA,Aqua,2014,Hatchback,No,Hybrid,1.5,11800KM,4.0,Automatic,Front,04-May,Right-hand drive,White,7,
45146174,$17876,-,FORD,Transit,2011,Microbus,No,Diesel,2.2 Turbo,133700KM,4.0,Manual,Front,04-May,Left wheel,White,6,
45745226,$22894,-,TOYOTA,Camry,2010,Sedan,Yes,Hybrid,2.4,158400KM,8.0,Automatic,Front,04-May,Left wheel,Silver,0,
45813798,$4861,1307,DODGE,Challenger,2015,Coupe,Yes,Petrol,3.6,72608KM,6.0,Automatic,Rear,02-Mar,Left wheel,Grey,12,
45773887,$22580,,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2,,4.0,Automatic,Rear,04-May,Left wheel,,12,
45804929,$47201,,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,,4.0,Automatic,Front,04-May,Left wheel,,4,
45788153,$10036,-,MINI,Cooper,2006,Coupe,Yes,Petrol,1.6,1200KM,4.0,Tiptronic,Front,02-Mar,Right-hand drive,Purple,2,
45802264,$26528,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,183731KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45563952,$19130,,TOYOTA,Prius,2013,Sedan,Yes,Hybrid,1.8,,4.0,Automatic,Front,04-May,Left wheel,,12,
45810124,$12281,761,CHEVROLET,Lacetti,2010,Sedan,Yes,Petrol,1.8,128257KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45760558,$188,1185,FORD,Escape,2009,Jeep,Yes,Hybrid,2.5,196682KM,4.0,Automatic,Front,04-May,Left wheel,Black,0,
45394473,$45473,-,HYUNDAI,kona,2018,Jeep,No,Petrol,2,1300KM,4.0,Tiptronic,Front,04-May,Left wheel,White,8,
45515025,$30734,-,MERCEDES-BENZ,ML 320,2009,Jeep,Yes,Diesel,3.2 Turbo,157000KM,6.0,Tiptronic,4x4,04-May,Left wheel,Silver,12,
45789326,$27284,986,LEXUS,HS 250h,2010,Sedan,Yes,Hybrid,2.4,169000KM,4.0,Automatic,Front,04-May,Left wheel,Black,10,
45669454,$18189,-,TOYOTA,Prius,2012,Sedan,No,Hybrid,1.8,112000KM,4.0,Variator,Front,04-May,Left wheel,Grey,6,
45804763,$34836,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,106553KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45767579,$16308,-,FORD,Fusion,2010,Sedan,Yes,Hybrid,2.5,250000KM,4.0,Variator,Front,04-May,Left wheel,Black,8,
45815348,$3293,1273,LEXUS,RX 350,2015,Jeep,Yes,Petrol,3.5,71939KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45801571,$20071,730,HYUNDAI,Elantra,2016,Sedan,Yes,Petrol,1.6,72507KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45798553,$17249,645,TOYOTA,Prius,2011,Hatchback,Yes,Hybrid,1.8,188800KM,4.0,Variator,Front,04-May,Left wheel,Grey,10,
45802197,$32910,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,154154KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45641706,$24775,784,HONDA,FIT,2017,Hatchback,Yes,Petrol,1.5,25000KM,4.0,Automatic,Front,04-May,Left wheel,Purple,12,
45791022,$15053,749,HYUNDAI,Sonata,2014,Sedan,Yes,Petrol,2.4,71000KM,6.0,Automatic,Front,04-May,Left wheel,White,0,
45649693,$8154,1750,LEXUS,RX 400,2008,Jeep,Yes,Hybrid,3.3,224629KM,6.0,Automatic,4x4,04-May,Left wheel,Silver,12,
45810148,$10669,836,CHEVROLET,Lacetti,2010,Sedan,Yes,Diesel,2,161629KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45782696,$16308,-,VOLVO,V50,2010,Goods wagon,No,Diesel,1.6 Turbo,180300KM,4.0,Manual,Front,04-May,Left wheel,Black,8,
45647907,$549,1104,AUDI,Q7,2015,Jeep,Yes,Petrol,3,71717KM,6.0,Automatic,4x4,04-May,Left wheel,Black,0,
45437919,$170,-,FORD,Transit,2006,Microbus,No,Diesel,2.4,110000KM,4.0,Manual,Rear,02-Mar,Right-hand drive,White,0,
45791971,$25716,-,LEXUS,IS 350,2010,Sedan,Yes,Petrol,3.5,192000KM,6.0,Tiptronic,Rear,04-May,Left wheel,White,0,
45732611,$54458,694,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2.2,83126KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45523830,$282,1077,TOYOTA,CHR,2019,Jeep,Yes,Petrol,2,3237KM,4.0,Automatic,Front,04-May,Left wheel,Black,12,
44274435,$10036,-,MITSUBISHI,Outlander,2003,Universal,No,LPG,2.4,200000KM,4.0,Automatic,Front,04-May,Left wheel,White,0,
45550444,$17249,,TOYOTA,Prius C,2013,Hatchback,Yes,Hybrid,1.5,,4.0,Automatic,Front,04-May,Left wheel,,12,
45812945,$8781,,BMW,X5,2002,Jeep,Yes,Petrol,3,,6.0,Tiptronic,4x4,04-May,Left wheel,,8,
45756243,$26657,,NISSAN,Juke nismo,2013,Jeep,No,Petrol,1.6 Turbo,,4.0,Manual,Front,04-May,Left wheel,,8,
45776894,$4704,1529,MERCEDES-BENZ,C 180,1995,Sedan,No,CNG,1.8,0KM,4.0,Manual,Rear,04-May,Left wheel,Purple,4,
45767650,$30200,586,MERCEDES-BENZ,C 250,2012,Sedan,Yes,Petrol,1.8 Turbo,136000KM,4.0,Tiptronic,Rear,04-May,Left wheel,Grey,12,
45763458,$1411,682,MITSUBISHI,Mirage,2018,Sedan,Yes,Petrol,1.2,7430KM,3.0,Automatic,Front,04-May,Left wheel,Grey,12,
45810599,$14426,642,CHEVROLET,Orlando,2012,Jeep,Yes,LPG,2,132036KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45786009,$31361,779,TOYOTA,Avalon limited,2013,Sedan,Yes,Hybrid,2.5,132000KM,4.0,Automatic,Front,04-May,Left wheel,Carnelian red,10,
44533279,$7840,928,OPEL,Astra,2007,Hatchback,No,Petrol,1.4,200000KM,4.0,Manual,Front,04-May,Left wheel,Black,6,
45490926,$10976,-,NISSAN,X-Trail,2004,Jeep,Yes,Petrol,2,121856KM,4.0,Automatic,4x4,04-May,Right-hand drive,Beige,6,
45728393,$58579,1110,SSANGYONG,REXTON,2017,Jeep,Yes,Diesel,2.2,58113KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45814808,$6429,1211,MERCEDES-BENZ,C 300,2010,Sedan,Yes,Petrol,3,108517KM,6.0,Automatic,4x4,04-May,Left wheel,White,12,
45803776,$37000,770,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,1.7,51053KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45755802,$19444,,TOYOTA,Prius,2010,Hatchback,Yes,Hybrid,1.8,,4.0,Variator,Front,04-May,Left wheel,,10,
45652534,$2038,,MERCEDES-BENZ,ML 350,2011,Jeep,Yes,Diesel,3.5,,6.0,Automatic,4x4,04-May,Left wheel,,12,
45810224,$17346,753,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.4,130000KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45803192,$15681,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2,290850KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45813472,$784,915,BMW,X5,2014,Jeep,Yes,Petrol,3,145474KM,6.0,Automatic,Rear,04-May,Left wheel,Grey,12,
45715348,$17249,,TOYOTA,Prius C,2013,Hatchback,No,Hybrid,1.5,,4.0,Automatic,Front,04-May,Left wheel,,8,
45809978,$54157,900,HONDA,Civic,2015,Sedan,Yes,Petrol,2.4,78006KM,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45712544,$9095,988,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.5,175000KM,4.0,Variator,Front,04-May,Left wheel,Red,8,
45803367,$20382,765,HYUNDAI,Sonata,2015,Sedan,Yes,Petrol,2,36223KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45769967,$314,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771KM,8.0,Automatic,Rear,04-May,Left wheel,White,12,
45803065,$29586,639,HYUNDAI,Santa FE,2014,Jeep,Yes,Diesel,2,212762KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45790496,$18503,,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,,7.0,Automatic,Rear,04-May,Left wheel,,11,
45803348,$10036,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,362454KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45689444,$25089,-,TOYOTA,Camry XLE,2014,Sedan,No,Petrol,2.5,75000KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,
45810332,$3293,1307,CHRYSLER,200,2015,Sedan,Yes,Petrol,3.6,132502KM,6.0,Automatic,Rear,04-May,Left wheel,Black,12,
45760954,$470,753,HYUNDAI,Sonata,2012,Jeep,Yes,Hybrid,2.4,123862KM,4.0,Automatic,Front,04-May,Left wheel,White,0,
45782480,$14113,-,FORD,Transit,2000,Microbus,No,Diesel,2.4 Turbo,1000KM,4.0,Manual,Rear,04-May,Left wheel,White,2,
45810563,$20005,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,122050KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45801468,$10192,,HYUNDAI,Accent,2012,Hatchback,Yes,Diesel,1.6,,4.0,Automatic,Front,04-May,Left wheel,,4,
45770820,$18817,,PORSCHE,Cayenne,2006,Jeep,Yes,Petrol,4.5 Turbo,,8.0,Tiptronic,4x4,04-May,Left wheel,,12,
45681376,$16935,777,FORD,Fusion,2014,Sedan,No,Petrol,2.5,130000KM,4.0,Automatic,Front,04-May,Left wheel,White,10,
42974578,$22894,891,KIA,Sportage SX,2016,Jeep,Yes,Petrol,2.0 Turbo,55447KM,4.0,Automatic,Front,04-May,Left wheel,Blue,10,
45772611,$6272,934,NISSAN,Altima,2015,Sedan,Yes,Petrol,2.5,94632KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45732975,$9252,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,595426KM,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45809770,$1960,777,NISSAN,Altima,2014,Sedan,Yes,Petrol,2.5,127918KM,4.0,Automatic,Front,04-May,Left wheel,Red,12,
45793399,$17249,707,MITSUBISHI,Outlander sport,2011,Jeep,No,Petrol,2,95000KM,4.0,Tiptronic,Front,04-May,Left wheel,Silver,8,
45706018,$30734,1405,BMW,335,2009,Cabriolet,Yes,Petrol,3.0 Turbo,59700KM,6.0,Tiptronic,Rear,02-Mar,Left wheel,Black,7,
45802700,$80651,1076,HYUNDAI,Santa FE,2020,Jeep,Yes,Diesel,2,26000KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45782548,$29793,-,MERCEDES-BENZ,S 350,2005,Sedan,Yes,Petrol,3.5,263000KM,4.0,Automatic,Rear,04-May,Left wheel,Black,0,
45792185,$15994,-,TOYOTA,Camry,2006,Sedan,Yes,Petrol,2.4,15000KM,4.0,Variator,Front,04-May,Left wheel,Grey,10,
45810079,$45445,1249,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,65496KM,4.0,Automatic,Front,04-May,Left wheel,Black,4,
45806020,$10349,,BMW,318,2002,Sedan,No,Petrol,2,,4.0,Tiptronic,Rear,04-May,Left wheel,,6,
45808798,$51746,-,BMW,X5,2013,Jeep,Yes,Diesel,3.0 Turbo,124800KM,6.0,Automatic,4x4,04-May,Left wheel,Grey,12,
45485469,$16308,-,VOLKSWAGEN,CC,2010,Sedan,Yes,Petrol,2.0 Turbo,174000KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,12,
45758540,$32615,,MERCEDES-BENZ,A 140,2019,Sedan,Yes,Petrol,2,,4.0,Automatic,Rear,04-May,Left wheel,,12,
45781438,$5018,-,AUDI,A4,2001,Sedan,Yes,CNG,2.8,25000KM,6.0,Tiptronic,Front,04-May,Left wheel,Silver,8,
40219972,$40,-,NISSAN,Note,2008,Hatchback,No,Petrol,1.5,100000KM,4.0,Automatic,4x4,04-May,Right-hand drive,Silver,4,
45770767,$6272,-,MAZDA,Demio,2003,Hatchback,No,Petrol,0.3 Turbo,5000KM,4.0,Automatic,4x4,04-May,Right-hand drive,Red,4,
45032607,$16308,-,KIA,RIO,2016,Sedan,No,Petrol,1.2,91000KM,4.0,Manual,Front,04-May,Left wheel,Silver,2,
45733290,$12544,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2,536212KM,4.0,Automatic,Front,04-May,Left wheel,Orange,4,
45809268,$5134,447,HONDA,FIT,2013,Hatchback,Yes,Hybrid,1.3,151715KM,4.0,Automatic,Front,04-May,Left wheel,Blue,4,
45808456,$8938,,FORD,C-MAX,2012,Hatchback,No,Hybrid,2,,4.0,Automatic,Front,04-May,Left wheel,,6,
45463497,$36065,-,HYUNDAI,Tucson,2017,Jeep,No,Petrol,2,36800KM,4.0,Tiptronic,Front,04-May,Left wheel,Grey,8,
45802435,$13269,1018,HYUNDAI,Grandeur,2011,Sedan,Yes,LPG,3,406000KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45653500,$706,490,HONDA,Insight,2011,Hatchback,Yes,Hybrid,1.3,288704KM,4.0,Automatic,Front,04-May,Left wheel,White,0,
45815128,$6899,1273,TOYOTA,Avalon,2015,Sedan,Yes,Petrol,3.5,122418KM,6.0,Automatic,Front,04-May,Left wheel,Blue,12,
45810516,$21940,642,CHEVROLET,Orlando,2012,Jeep,Yes,Diesel,2,160000KM,4.0,Automatic,Front,04-May,Left wheel,Grey,4,
45781870,$12544,586,HYUNDAI,Elantra SE,2012,Sedan,No,Petrol,1.8,158000KM,4.0,Tiptronic,Front,04-May,Left wheel,Grey,10,
45618992,$1725,1172,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,3.5,132630KM,6.0,Automatic,Rear,04-May,Left wheel,Silver,12,
45809745,$51526,891,HONDA,Civic,2016,Sedan,Yes,Petrol,2,57000KM,4.0,Automatic,Front,04-May,Left wheel,White,4,
45787933,$18189,-,MERCEDES-BENZ,E 350,2007,Sedan,Yes,Petrol,3.5,200000KM,6.0,Tiptronic,Rear,04-May,Left wheel,Silver,12,
45806895,$14113,-,TOYOTA,Prius,2009,Hatchback,No,Hybrid,1.8,111111KM,4.0,Tiptronic,Front,04-May,Left wheel,Green,4,
45661414,$188,1172,LEXUS,RX 450,2011,Jeep,Yes,Hybrid,3.5,101816KM,6.0,Automatic,4x4,04-May,Left wheel,Black,12,
45624733,$10192,,HONDA,FIT,2014,Hatchback,No,Hybrid,1.4 Turbo,,4.0,Automatic,Front,04-May,Right-hand drive,,2,
45803395,$10192,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2,63600KM,4.0,Automatic,Front,04-May,Left wheel,Silver,4,
45766583,$7840,-,SUBARU,Forester,2002,Sedan,Yes,Petrol,2.0 Turbo,200000KM,4.0,Automatic,4x4,04-May,Right-hand drive,White,5,
45816434,$19444,1091,TOYOTA,Camry,2016,Sedan,Yes,Petrol,2.5,61000KM,4.0,Tiptronic,Front,04-May,Left wheel,Black,6,
45755019,$470,518,TOYOTA,Avalon,2016,Sedan,Yes,Hybrid,2.5,132645KM,4.0,Automatic,Front,04-May,Left wheel,White,12,
45654556,$20385,900,HYUNDAI,Sonata,2015,Sedan,No,Petrol,2.4,110000KM,4.0,Tiptronic,Front,04-May,Left wheel,Brown,10,
